Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,ReportType,NSize
117-2013-14-Free or Reduced Lunch-Suspended 11+-External,117,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,423
117-2013-14-Free or Reduced Lunch-Suspended 1+-External,117,2013-14,Free or Reduced Lunch,Suspended 1+,14,12,External,423
117-2013-14-Male-Suspended 11+-External,117,2013-14,Male,Suspended 11+,0,0,External,207
117-2013-14-Male-Suspended 1+-External,117,2013-14,Male,Suspended 1+,19,13,External,207
117-2013-14-Special Education-Suspended 11+-External,117,2013-14,Special Education,Suspended 11+,0,0,External,27
117-2013-14-Special Education-Suspended 1+-External,117,2013-14,Special Education,Suspended 1+,22,19,External,27
121-2013-14-All Students-Expulsions-External,121,2013-14,All Students,Expulsions,2,46,External,388
121-2013-14-All Students-Suspended 1+-External,121,2013-14,All Students,Suspended 1+,30,20,External,388
121-2013-14-All Students-Suspended 11+-External,121,2013-14,All Students,Suspended 11+,0,1,External,388
121-2013-14-All Students-Expulsion Rate-External,121,2013-14,All Students,Expulsion Rate,0.52,0.2,External,388
121-2013-14-Black non-Hispanic-Suspended 1+-External,121,2013-14,Black non-Hispanic,Suspended 1+,30,25,External,371
121-2013-14-Black non-Hispanic-Suspended 11+-External,121,2013-14,Black non-Hispanic,Suspended 11+,0,1,External,371
121-2013-14-Female-Suspended 11+-External,121,2013-14,Female,Suspended 11+,0,1,External,193
121-2013-14-Female-Suspended 1+-External,121,2013-14,Female,Suspended 1+,21,16,External,193
121-2013-14-Free or Reduced Lunch-Suspended 1+-External,121,2013-14,Free or Reduced Lunch,Suspended 1+,32,23,External,298
121-2013-14-Free or Reduced Lunch-Suspended 11+-External,121,2013-14,Free or Reduced Lunch,Suspended 11+,0,1,External,298
121-2013-14-Hispanic / Latino-Suspended 1+-External,121,2013-14,Hispanic / Latino,Suspended 1+,17,21,External,12
121-2013-14-Hispanic / Latino-Suspended 11+-External,121,2013-14,Hispanic / Latino,Suspended 11+,0,0,External,12
121-2013-14-Male-Suspended 11+-External,121,2013-14,Male,Suspended 11+,0,1,External,195
121-2013-14-Male-Suspended 1+-External,121,2013-14,Male,Suspended 1+,38,25,External,195
121-2013-14-Special Education-Suspended 11+-External,121,2013-14,Special Education,Suspended 11+,0,1,External,75
121-2013-14-Special Education-Suspended 1+-External,121,2013-14,Special Education,Suspended 1+,49,29,External,75
125-2013-14-All Students-Suspended 11+-External,125,2013-14,All Students,Suspended 11+,0,1,External,366
125-2013-14-All Students-Expulsion Rate-External,125,2013-14,All Students,Expulsion Rate,0,0.24,External,366
125-2013-14-All Students-Expulsions-External,125,2013-14,All Students,Expulsions,0,43,External,366
125-2013-14-All Students-Suspended 1+-External,125,2013-14,All Students,Suspended 1+,3,22,External,366
125-2013-14-Asian-Suspended 11+-External,125,2013-14,Asian,Suspended 11+,0,0,External,14
125-2013-14-Asian-Suspended 1+-External,125,2013-14,Asian,Suspended 1+,0,2,External,14
125-2013-14-Black non-Hispanic-Suspended 1+-External,125,2013-14,Black non-Hispanic,Suspended 1+,4,28,External,161
125-2013-14-Black non-Hispanic-Suspended 11+-External,125,2013-14,Black non-Hispanic,Suspended 11+,0,1,External,161
125-2013-14-Female-Suspended 11+-External,125,2013-14,Female,Suspended 11+,0,1,External,181
125-2013-14-Female-Suspended 1+-External,125,2013-14,Female,Suspended 1+,1,18,External,181
125-2013-14-Free or Reduced Lunch-Suspended 1+-External,125,2013-14,Free or Reduced Lunch,Suspended 1+,6,26,External,82
125-2013-14-Free or Reduced Lunch-Suspended 11+-External,125,2013-14,Free or Reduced Lunch,Suspended 11+,0,1,External,82
125-2013-14-Hispanic / Latino-Suspended 1+-External,125,2013-14,Hispanic / Latino,Suspended 1+,4,23,External,25
125-2013-14-Hispanic / Latino-Suspended 11+-External,125,2013-14,Hispanic / Latino,Suspended 11+,0,0,External,25
125-2013-14-Male-Suspended 1+-External,125,2013-14,Male,Suspended 1+,4,27,External,185
125-2013-14-Male-Suspended 11+-External,125,2013-14,Male,Suspended 11+,0,1,External,185
125-2013-14-Multiracial-Suspended 1+-External,125,2013-14,Multiracial,Suspended 1+,0,9,External,11
125-2013-14-Multiracial-Suspended 11+-External,125,2013-14,Multiracial,Suspended 11+,0,0,External,11
125-2013-14-Special Education-Suspended 1+-External,125,2013-14,Special Education,Suspended 1+,12,31,External,26
125-2013-14-Special Education-Suspended 11+-External,125,2013-14,Special Education,Suspended 11+,0,1,External,26
125-2013-14-White non-Hispanic-Suspended 1+-External,125,2013-14,White non-Hispanic,Suspended 1+,1,2,External,154
125-2013-14-White non-Hispanic-Suspended 11+-External,125,2013-14,White non-Hispanic,Suspended 11+,0,0,External,154
126-2013-14-All Students-Expulsion Rate-External,126,2013-14,All Students,Expulsion Rate,0,0.02,External,478
126-2013-14-All Students-Suspended 1+-External,126,2013-14,All Students,Suspended 1+,0,1,External,478
126-2013-14-All Students-Expulsions-External,126,2013-14,All Students,Expulsions,0,4,External,478
126-2013-14-All Students-Suspended 11+-External,126,2013-14,All Students,Suspended 11+,0,0,External,478
126-2013-14-Asian-Suspended 1+-External,126,2013-14,Asian,Suspended 1+,0,2,External,14
126-2013-14-Asian-Suspended 11+-External,126,2013-14,Asian,Suspended 11+,0,0,External,14
126-2013-14-Black non-Hispanic-Suspended 1+-External,126,2013-14,Black non-Hispanic,Suspended 1+,0,2,External,78
126-2013-14-Black non-Hispanic-Suspended 11+-External,126,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,78
126-2013-14-Female-Suspended 1+-External,126,2013-14,Female,Suspended 1+,0,1,External,430
126-2013-14-Female-Suspended 11+-External,126,2013-14,Female,Suspended 11+,0,0,External,430
126-2013-14-Free or Reduced Lunch-Suspended 11+-External,126,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,478
126-2013-14-Free or Reduced Lunch-Suspended 1+-External,126,2013-14,Free or Reduced Lunch,Suspended 1+,0,1,External,478
126-2013-14-Hispanic / Latino-Suspended 1+-External,126,2013-14,Hispanic / Latino,Suspended 1+,0,0,External,383
126-2013-14-Hispanic / Latino-Suspended 11+-External,126,2013-14,Hispanic / Latino,Suspended 11+,0,0,External,383
126-2013-14-Limited English Proficiency-Suspended 11+-External,126,2013-14,Limited English Proficiency,Suspended 11+,0,0,External,49
126-2013-14-Limited English Proficiency-Suspended 1+-External,126,2013-14,Limited English Proficiency,Suspended 1+,0,1,External,49
126-2013-14-Male-Suspended 1+-External,126,2013-14,Male,Suspended 1+,0,2,External,48
126-2013-14-Male-Suspended 11+-External,126,2013-14,Male,Suspended 11+,0,0,External,48
127-2013-14-All Students-Suspended 1+-External,127,2013-14,All Students,Suspended 1+,21,26,External,322
127-2013-14-All Students-Expulsions-External,127,2013-14,All Students,Expulsions,1,77,External,322
127-2013-14-All Students-Expulsion Rate-External,127,2013-14,All Students,Expulsion Rate,0.31,0.39,External,322
127-2013-14-All Students-Suspended 11+-External,127,2013-14,All Students,Suspended 11+,0,1,External,322
127-2013-14-Black non-Hispanic-Suspended 11+-External,127,2013-14,Black non-Hispanic,Suspended 11+,0,1,External,79
127-2013-14-Black non-Hispanic-Suspended 1+-External,127,2013-14,Black non-Hispanic,Suspended 1+,28,31,External,79
127-2013-14-Female-Suspended 11+-External,127,2013-14,Female,Suspended 11+,0,1,External,161
127-2013-14-Female-Suspended 1+-External,127,2013-14,Female,Suspended 1+,12,21,External,161
