"year","lea_code","lea_name","subgroup","grade","subject","enrollment_status","n_eligible","n_test_takers","proficient_or_advanced","below_basic","basic","proficient","advanced"
2014,1,"District of Columbia Public Schools","MALE","grade 4","read","full_year",1488,1475,653,307,515,532,121
2014,1,"District of Columbia Public Schools","MALE","grade 5","math","full_year",1443,1431,654,276,501,440,214
2014,1,"District of Columbia Public Schools","MALE","grade 5","read","full_year",1443,1408,643,199,566,569,74
2014,1,"District of Columbia Public Schools","MALE","grade 8","math","full_year",1204,1184,668,139,377,467,201
2014,1,"District of Columbia Public Schools","MALE","grade 8","read","full_year",1204,1184,513,181,490,391,122
2014,1,"District of Columbia Public Schools","MALE","grade 3","math","full_year",1699,1687,782,310,595,517,265
2014,1,"District of Columbia Public Schools","MALE","grade 3","read","full_year",1699,1686,655,453,578,566,89
2014,1,"District of Columbia Public Schools","MALE","grade 10","math","full_year",1300,1181,510,241,430,390,120
2014,1,"District of Columbia Public Schools","MALE","grade 10","read","full_year",1300,1184,496,265,423,349,147
2014,1,"District of Columbia Public Schools","FEMALE","all","math","full_year",9180,8985,4932,1298,2755,3346,1586
2014,1,"District of Columbia Public Schools","FEMALE","all","read","full_year",9180,8960,4850,998,3112,3745,1105
2014,1,"District of Columbia Public Schools","FEMALE","grade 3","math","full_year",1645,1630,806,244,580,542,264
2014,1,"District of Columbia Public Schools","FEMALE","grade 3","read","full_year",1645,1629,776,309,544,636,140
2014,1,"District of Columbia Public Schools","FEMALE","grade 7","math","full_year",1134,1122,648,140,334,475,173
2014,1,"District of Columbia Public Schools","FEMALE","grade 7","read","full_year",1134,1122,665,57,400,442,223
2014,1,"District of Columbia Public Schools","FEMALE","grade 5","math","full_year",1333,1323,700,214,409,449,251
2014,1,"District of Columbia Public Schools","FEMALE","grade 5","read","full_year",1333,1304,747,91,466,650,97
2014,1,"District of Columbia Public Schools","FEMALE","grade 8","math","full_year",1123,1102,701,101,300,472,229
2014,1,"District of Columbia Public Schools","FEMALE","grade 8","read","full_year",1123,1101,633,89,379,463,170
2014,1,"District of Columbia Public Schools","FEMALE","grade 4","math","full_year",1479,1467,841,245,381,539,302
2014,1,"District of Columbia Public Schools","FEMALE","grade 4","read","full_year",1479,1466,775,165,526,622,153
2014,1,"District of Columbia Public Schools","FEMALE","grade 10","math","full_year",1384,1269,696,164,409,540,156
2014,1,"District of Columbia Public Schools","FEMALE","grade 10","read","full_year",1384,1268,725,160,383,476,249
2014,1,"District of Columbia Public Schools","FEMALE","grade 6","math","full_year",1082,1072,540,190,342,329,211
2014,1,"District of Columbia Public Schools","FEMALE","grade 6","read","full_year",1082,1070,529,127,414,456,73
2014,1,"District of Columbia Public Schools","AS7","all","math","full_year",374,357,309,8,40,127,182
2014,1,"District of Columbia Public Schools","AS7","all","read","full_year",374,355,278,14,63,205,73
2014,1,"District of Columbia Public Schools","AS7","grade 6","math","full_year",49,47,41,2,4,13,28
2014,1,"District of Columbia Public Schools","AS7","grade 6","read","full_year",49,47,34,4,9,29,5
2014,1,"District of Columbia Public Schools","AS7","grade 4","math","full_year",60,58,54,0,4,15,39
2014,1,"District of Columbia Public Schools","AS7","grade 4","read","full_year",60,58,50,0,8,41,9
2014,1,"District of Columbia Public Schools","AS7","grade 3","math","full_year",64,60,49,2,9,25,24
2014,1,"District of Columbia Public Schools","AS7","grade 3","read","full_year",64,59,46,2,11,38,8
2014,1,"District of Columbia Public Schools","AS7","grade 7","math","full_year",47,46,42,0,4,22,20
2014,1,"District of Columbia Public Schools","AS7","grade 7","read","full_year",47,45,37,1,7,22,15
2014,1,"District of Columbia Public Schools","AS7","grade 5","math","full_year",53,52,42,1,9,22,20
2014,1,"District of Columbia Public Schools","AS7","grade 5","read","full_year",53,52,39,1,12,33,6
2014,1,"District of Columbia Public Schools","AS7","grade 10","math","full_year",56,54,44,2,8,19,25
2014,1,"District of Columbia Public Schools","AS7","grade 10","read","full_year",56,54,41,4,9,27,14
2014,1,"District of Columbia Public Schools","AS7","grade 8","math","full_year",45,40,37,1,2,11,26
2014,1,"District of Columbia Public Schools","AS7","grade 8","read","full_year",45,40,31,2,7,15,16
2014,1,"District of Columbia Public Schools","BL7","all","math","full_year",12842,12597,5246,2631,4720,4162,1084
2014,1,"District of Columbia Public Schools","BL7","all","read","full_year",12842,12565,4920,2348,5297,4248,672
2014,1,"District of Columbia Public Schools","BL7","grade 3","math","full_year",2126,2120,724,477,919,570,154
2014,1,"District of Columbia Public Schools","BL7","grade 3","read","full_year",2126,2119,668,626,825,614,54
2014,1,"District of Columbia Public Schools","BL7","grade 7","math","full_year",1616,1607,717,308,582,604,113
2014,1,"District of Columbia Public Schools","BL7","grade 7","read","full_year",1616,1608,711,165,732,565,146
2014,1,"District of Columbia Public Schools","BL7","grade 6","math","full_year",1549,1542,533,391,618,408,125
2014,1,"District of Columbia Public Schools","BL7","grade 6","read","full_year",1549,1546,503,349,694,461,42
2014,1,"District of Columbia Public Schools","BL7","grade 4","math","full_year",1947,1937,875,458,604,673,202
2014,1,"District of Columbia Public Schools","BL7","grade 4","read","full_year",1947,1938,707,384,847,640,67
2014,1,"District of Columbia Public Schools","BL7","grade 5","math","full_year",1911,1906,732,438,736,542,190
2014,1,"District of Columbia Public Schools","BL7","grade 5","read","full_year",1911,1869,796,241,832,744,52
2014,1,"District of Columbia Public Schools","BL7","grade 8","math","full_year",1674,1657,877,209,571,701,176
2014,1,"District of Columbia Public Schools","BL7","grade 8","read","full_year",1674,1657,720,226,711,610,110
2014,1,"District of Columbia Public Schools","BL7","grade 10","math","full_year",2019,1828,788,350,690,664,124
2014,1,"District of Columbia Public Schools","BL7","grade 10","read","full_year",2019,1828,815,357,656,614,201
2014,1,"District of Columbia Public Schools","HI7","all","math","full_year",2899,2812,1639,321,852,1189,450
2014,1,"District of Columbia Public Schools","HI7","all","read","full_year",2899,2808,1368,415,1025,1147,221
2014,1,"District of Columbia Public Schools","HI7","grade 7","math","full_year",358,345,209,44,92,157,52
2014,1,"District of Columbia Public Schools","HI7","grade 7","read","full_year",358,345,205,32,108,150,55
2014,1,"District of Columbia Public Schools","HI7","grade 8","math","full_year",360,343,225,27,91,165,60
2014,1,"District of Columbia Public Schools","HI7","grade 8","read","full_year",360,343,174,39,130,139,35
2014,1,"District of Columbia Public Schools","HI7","grade 4","math","full_year",472,463,272,71,120,185,87
2014,1,"District of Columbia Public Schools","HI7","grade 4","read","full_year",472,463,222,84,157,197,25
2014,1,"District of Columbia Public Schools","HI7","grade 3","math","full_year",571,563,302,62,199,223,79
2014,1,"District of Columbia Public Schools","HI7","grade 3","read","full_year",571,563,217,120,226,196,21
2014,1,"District of Columbia Public Schools","HI7","grade 5","math","full_year",470,458,266,50,142,190,76
2014,1,"District of Columbia Public Schools","HI7","grade 5","read","full_year",470,453,233,47,173,209,24
2014,1,"District of Columbia Public Schools","HI7","grade 10","math","full_year",366,349,176,45,128,149,27
2014,1,"District of Columbia Public Schools","HI7","grade 10","read","full_year",366,351,169,58,124,128,41
2014,1,"District of Columbia Public Schools","HI7","grade 6","math","full_year",302,291,189,22,80,120,69
2014,1,"District of Columbia Public Schools","HI7","grade 6","read","full_year",302,290,148,35,107,128,20
2014,1,"District of Columbia Public Schools","MU7","all","math","full_year",335,328,286,12,30,120,166
2014,1,"District of Columbia Public Schools","MU7","all","read","full_year",335,328,275,12,41,165,110
2014,1,"District of Columbia Public Schools","MU7","grade 8","math","full_year",46,46,38,2,6,15,23
2014,1,"District of Columbia Public Schools","MU7","grade 8","read","full_year",46,46,34,2,10,18,16
2014,1,"District of Columbia Public Schools","MU7","grade 10","math","full_year",48,44,40,2,2,26,14
2014,1,"District of Columbia Public Schools","MU7","grade 10","read","full_year",48,44,37,2,5,13,24
2014,1,"District of Columbia Public Schools","MU7","grade 7","math","full_year",33,32,32,0,0,11,21
2014,1,"District of Columbia Public Schools","MU7","grade 7","read","full_year",33,32,30,0,2,7,23
2014,1,"District of Columbia Public Schools","MU7","grade 5","math","full_year",50,49,45,0,4,23,22
2014,1,"District of Columbia Public Schools","MU7","grade 5","read","full_year",50,49,45,1,3,36,9
2014,1,"District of Columbia Public Schools","MU7","grade 4","math","full_year",61,61,54,2,5,17,37
2014,1,"District of Columbia Public Schools","MU7","grade 4","read","full_year",61,61,54,4,3,36,18
2014,1,"District of Columbia Public Schools","MU7","grade 3","math","full_year",66,65,52,4,9,23,29
2014,1,"District of Columbia Public Schools","MU7","grade 3","read","full_year",66,65,50,3,12,37,13
2014,1,"District of Columbia Public Schools","MU7","grade 6","math","full_year",31,31,25,2,4,5,20
2014,1,"District of Columbia Public Schools","MU7","grade 6","read","full_year",31,31,25,0,6,18,7
2014,1,"District of Columbia Public Schools","WH7","all","math","full_year",2059,2024,1901,21,102,693,1208
2014,1,"District of Columbia Public Schools","WH7","all","read","full_year",2059,2020,1878,16,126,1071,807
2014,1,"District of Columbia Public Schools","WH7","grade 3","math","full_year",512,504,458,8,38,217,241
2014,1,"District of Columbia Public Schools","WH7","grade 3","read","full_year",512,504,447,11,46,315,132
2014,1,"District of Columbia Public Schools","WH7","grade 8","math","full_year",198,196,189,1,6,45,144
2014,1,"District of Columbia Public Schools","WH7","grade 8","read","full_year",198,195,185,0,10,71,114
2014,1,"District of Columbia Public Schools","WH7","grade 5","math","full_year",288,285,267,1,17,111,156
2014,1,"District of Columbia Public Schools","WH7","grade 5","read","full_year",288,285,275,0,10,196,79
2014,1,"District of Columbia Public Schools","WH7","grade 4","math","full_year",419,415,399,5,11,128,271
2014,1,"District of Columbia Public Schools","WH7","grade 4","read","full_year",419,413,390,0,23,235,155
2014,1,"District of Columbia Public Schools","WH7","grade 7","math","full_year",217,217,206,0,11,63,143
2014,1,"District of Columbia Public Schools","WH7","grade 7","read","full_year",217,217,210,0,7,55,155
2014,1,"District of Columbia Public Schools","WH7","grade 6","math","full_year",237,237,226,1,10,59,167
2014,1,"District of Columbia Public Schools","WH7","grade 6","read","full_year",237,236,215,1,20,158,57
2014,1,"District of Columbia Public Schools","WH7","grade 10","math","full_year",188,170,156,5,9,70,86
2014,1,"District of Columbia Public Schools","WH7","grade 10","read","full_year",188,170,156,4,10,41,115
2014,1,"District of Columbia Public Schools","SPED","all","math","full_year",3184,3140,682,1232,1226,468,214
2014,1,"District of Columbia Public Schools","SPED","all","read","full_year",3184,3132,575,1377,1180,410,165
2014,1,"District of Columbia Public Schools","SPED","grade 7","math","full_year",453,452,85,190,177,61,24
2014,1,"District of Columbia Public Schools","SPED","grade 7","read","full_year",453,453,93,141,219,67,26
2014,1,"District of Columbia Public Schools","SPED","grade 8","math","full_year",452,448,128,127,193,87,41
2014,1,"District of Columbia Public Schools","SPED","grade 8","read","full_year",452,445,80,164,201,53,27
2014,1,"District of Columbia Public Schools","SPED","grade 5","math","full_year",491,490,103,193,194,68,35
2014,1,"District of Columbia Public Schools","SPED","grade 5","read","full_year",491,481,105,173,203,80,25
2014,1,"District of Columbia Public Schools","SPED","grade 4","math","full_year",497,497,130,211,156,93,37
2014,1,"District of Columbia Public Schools","SPED","grade 4","read","full_year",497,497,87,242,168,57,30
2014,1,"District of Columbia Public Schools","SPED","grade 10","math","full_year",420,387,46,154,187,44,2
2014,1,"District of Columbia Public Schools","SPED","grade 10","read","full_year",420,388,47,215,126,39,8
2014,1,"District of Columbia Public Schools","SPED","grade 3","math","full_year",439,438,103,164,171,60,43
2014,1,"District of Columbia Public Schools","SPED","grade 3","read","full_year",439,437,85,239,113,64,21
2014,1,"District of Columbia Public Schools","SPED","grade 6","math","full_year",432,428,87,193,148,55,32
2014,1,"District of Columbia Public Schools","SPED","grade 6","read","full_year",432,431,78,203,150,50,28
2014,1,"District of Columbia Public Schools","LEP","all","math","full_year",2251,2114,1055,318,741,786,269
2014,1,"District of Columbia Public Schools","LEP","all","read","full_year",2251,2102,764,423,915,683,81
2014,1,"District of Columbia Public Schools","LEP","grade 6","math","full_year",173,159,84,26,49,57,27
2014,1,"District of Columbia Public Schools","LEP","grade 6","read","full_year",173,157,53,38,66,45,8
2014,1,"District of Columbia Public Schools","LEP","grade 3","math","full_year",558,537,295,65,177,207,88
2014,1,"District of Columbia Public Schools","LEP","grade 3","read","full_year",558,535,205,119,211,181,24
2014,1,"District of Columbia Public Schools","LEP","grade 4","math","full_year",439,416,230,66,120,170,60
2014,1,"District of Columbia Public Schools","LEP","grade 4","read","full_year",439,415,161,81,173,146,15
2014,1,"District of Columbia Public Schools","LEP","grade 5","math","full_year",410,392,199,52,141,154,45
2014,1,"District of Columbia Public Schools","LEP","grade 5","read","full_year",410,387,155,52,180,145,10
2014,1,"District of Columbia Public Schools","LEP","grade 7","math","full_year",203,185,83,38,64,67,16
2014,1,"District of Columbia Public Schools","LEP","grade 7","read","full_year",203,184,77,31,76,63,14
2014,1,"District of Columbia Public Schools","LEP","grade 8","math","full_year",202,172,77,21,74,55,22
2014,1,"District of Columbia Public Schools","LEP","grade 8","read","full_year",202,171,46,39,86,39,7
2014,1,"District of Columbia Public Schools","LEP","grade 10","math","full_year",266,253,87,50,116,76,11
2014,1,"District of Columbia Public Schools","LEP","grade 10","read","full_year",266,253,67,63,123,64,3
2014,1,"District of Columbia Public Schools","Economy","all","math","full_year",14156,13842,5732,2884,5226,4557,1175
2014,1,"District of Columbia Public Schools","Economy","all","read","full_year",14156,13805,5095,2709,6001,4519,576
2014,1,"District of Columbia Public Schools","Economy","grade 3","math","full_year",2482,2467,876,530,1061,689,187
2014,1,"District of Columbia Public Schools","Economy","grade 3","read","full_year",2482,2465,736,736,993,688,48
2014,1,"District of Columbia Public Schools","Economy","grade 7","math","full_year",1762,1738,755,342,641,637,118
2014,1,"District of Columbia Public Schools","Economy","grade 7","read","full_year",1762,1739,749,196,794,610,139
2014,1,"District of Columbia Public Schools","Economy","grade 4","math","full_year",2216,2198,999,512,687,767,232
2014,1,"District of Columbia Public Schools","Economy","grade 4","read","full_year",2216,2199,793,458,948,729,64
2014,1,"District of Columbia Public Schools","Economy","grade 8","math","full_year",1831,1795,931,231,633,752,179
2014,1,"District of Columbia Public Schools","Economy","grade 8","read","full_year",1831,1795,720,260,815,617,103
2014,1,"District of Columbia Public Schools","Economy","grade 10","math","full_year",2011,1827,703,385,739,615,88
2014,1,"District of Columbia Public Schools","Economy","grade 10","read","full_year",2011,1829,700,403,726,572,128
2014,1,"District of Columbia Public Schools","Economy","grade 5","math","full_year",2177,2160,859,481,820,652,207
2014,1,"District of Columbia Public Schools","Economy","grade 5","read","full_year",2177,2118,861,286,971,812,49
2014,1,"District of Columbia Public Schools","Economy","grade 6","math","full_year",1677,1657,609,403,645,445,164
2014,1,"District of Columbia Public Schools","Economy","grade 6","read","full_year",1677,1660,536,370,754,491,45
2014,1,"District of Columbia Public Schools","Direct Cert","all","math","full_year",8712,8577,3149,2014,3414,2612,537
2014,1,"District of Columbia Public Schools","Direct Cert","all","read","full_year",8712,8548,2769,1848,3931,2493,276
2014,1,"District of Columbia Public Schools","Direct Cert","grade 7","math","full_year",1133,1126,446,243,437,387,59
2014,1,"District of Columbia Public Schools","Direct Cert","grade 7","read","full_year",1133,1127,451,134,542,377,74
2014,1,"District of Columbia Public Schools","Direct Cert","grade 4","math","full_year",1406,1398,565,362,471,455,110
2014,1,"District of Columbia Public Schools","Direct Cert","grade 4","read","full_year",1406,1398,434,332,632,400,34
2014,1,"District of Columbia Public Schools","Direct Cert","grade 3","math","full_year",1557,1555,463,388,704,383,80
2014,1,"District of Columbia Public Schools","Direct Cert","grade 3","read","full_year",1557,1553,385,527,641,367,18
2014,1,"District of Columbia Public Schools","Direct Cert","grade 8","math","full_year",1116,1106,519,166,421,438,81
2014,1,"District of Columbia Public Schools","Direct Cert","grade 8","read","full_year",1116,1104,382,176,546,334,48
2014,1,"District of Columbia Public Schools","Direct Cert","grade 10","math","full_year",1113,1017,377,220,420,339,38
2014,1,"District of Columbia Public Schools","Direct Cert","grade 10","read","full_year",1113,1019,362,236,421,302,60
2014,1,"District of Columbia Public Schools","Direct Cert","grade 6","math","full_year",1074,1069,337,296,436,264,73
2014,1,"District of Columbia Public Schools","Direct Cert","grade 6","read","full_year",1074,1073,298,258,517,278,20
2014,1,"District of Columbia Public Schools","Direct Cert","grade 5","math","full_year",1313,1306,442,339,525,346,96
2014,1,"District of Columbia Public Schools","Direct Cert","grade 5","read","full_year",1313,1274,457,185,632,435,22
2014,149,"Two Rivers PCS","All","all","math","full_year",282,282,195,11,76,137,58
2014,149,"Two Rivers PCS","All","all","read","full_year",282,282,191,15,76,152,39
2014,149,"Two Rivers PCS","All","grade 4","math","full_year",50,50,32,1,17,22,10
2014,149,"Two Rivers PCS","All","grade 4","read","full_year",50,50,34,2,14,25,9
2014,149,"Two Rivers PCS","All","grade 3","math","full_year",46,46,29,2,15,19,10
2014,149,"Two Rivers PCS","All","grade 3","read","full_year",46,46,31,5,10,24,7
2014,149,"Two Rivers PCS","All","grade 8","math","full_year",43,43,37,1,5,31,6
2014,149,"Two Rivers PCS","All","grade 8","read","full_year",43,43,33,0,10,30,3
2014,149,"Two Rivers PCS","All","grade 6","math","full_year",48,48,29,2,17,19,10
2014,149,"Two Rivers PCS","All","grade 6","read","full_year",48,48,28,6,14,22,6
2014,149,"Two Rivers PCS","All","grade 5","math","full_year",49,49,35,2,12,21,14
2014,149,"Two Rivers PCS","All","grade 5","read","full_year",49,49,37,1,11,30,7
2014,149,"Two Rivers PCS","All","grade 7","math","full_year",46,46,33,3,10,25,8
2014,149,"Two Rivers PCS","All","grade 7","read","full_year",46,46,28,1,17,21,7
2014,149,"Two Rivers PCS","MALE","all","math","full_year",144,144,98,4,42,77,21
2014,149,"Two Rivers PCS","MALE","all","read","full_year",144,144,91,11,42,78,13
2014,149,"Two Rivers PCS","MALE","grade 4","math","full_year",28,28,18,0,10,14,4
2014,149,"Two Rivers PCS","MALE","grade 4","read","full_year",28,28,19,2,7,17,2
2014,149,"Two Rivers PCS","MALE","grade 8","math","full_year",27,27,22,1,4,21,1
2014,149,"Two Rivers PCS","MALE","grade 8","read","full_year",27,27,20,0,7,19,1
2014,149,"Two Rivers PCS","MALE","grade 6","math","full_year",26,26,16,1,9,11,5
2014,149,"Two Rivers PCS","MALE","grade 6","read","full_year",26,26,13,4,9,12,1
2014,149,"Two Rivers PCS","FEMALE","all","math","full_year",138,138,97,7,34,60,37
2014,149,"Two Rivers PCS","FEMALE","all","read","full_year",138,138,100,4,34,74,26
2014,149,"Two Rivers PCS","FEMALE","grade 5","math","full_year",27,27,20,2,5,13,7
2014,149,"Two Rivers PCS","FEMALE","grade 5","read","full_year",27,27,22,0,5,19,3
2014,149,"Two Rivers PCS","FEMALE","grade 7","math","full_year",27,27,20,2,5,12,8
2014,149,"Two Rivers PCS","FEMALE","grade 7","read","full_year",27,27,18,1,8,15,3
2014,149,"Two Rivers PCS","BL7","all","math","full_year",199,199,123,11,65,104,19
2014,149,"Two Rivers PCS","BL7","all","read","full_year",199,199,116,13,70,101,15
2014,149,"Two Rivers PCS","BL7","grade 4","math","full_year",34,34,17,1,16,17,0
2014,149,"Two Rivers PCS","BL7","grade 4","read","full_year",34,34,19,2,13,17,2
2014,149,"Two Rivers PCS","BL7","grade 8","math","full_year",36,36,31,1,4,28,3
2014,149,"Two Rivers PCS","BL7","grade 8","read","full_year",36,36,27,0,9,26,1
2014,149,"Two Rivers PCS","BL7","grade 6","math","full_year",32,32,18,2,12,15,3
2014,149,"Two Rivers PCS","BL7","grade 6","read","full_year",32,32,16,4,12,15,1
2014,149,"Two Rivers PCS","BL7","grade 5","math","full_year",34,34,21,2,11,15,6
2014,149,"Two Rivers PCS","BL7","grade 5","read","full_year",34,34,22,1,11,19,3
2014,149,"Two Rivers PCS","BL7","grade 7","math","full_year",42,42,29,3,10,23,6
2014,149,"Two Rivers PCS","BL7","grade 7","read","full_year",42,42,24,1,17,17,7
2014,149,"Two Rivers PCS","WH7","all","math","full_year",56,56,53,0,3,21,32
2014,149,"Two Rivers PCS","WH7","all","read","full_year",56,56,56,0,0,35,21
2014,149,"Two Rivers PCS","SPED","all","math","full_year",80,80,38,10,32,34,4
2014,149,"Two Rivers PCS","SPED","all","read","full_year",80,80,33,12,35,31,2
2014,149,"Two Rivers PCS","Economy","all","math","full_year",161,161,96,9,56,82,14
2014,149,"Two Rivers PCS","Economy","all","read","full_year",161,161,89,14,58,82,7
2014,149,"Two Rivers PCS","Economy","grade 4","math","full_year",27,27,16,0,11,15,1
2014,149,"Two Rivers PCS","Economy","grade 4","read","full_year",27,27,16,2,9,15,1
2014,149,"Two Rivers PCS","Economy","grade 8","math","full_year",29,29,23,1,5,21,2
2014,149,"Two Rivers PCS","Economy","grade 8","read","full_year",29,29,20,0,9,20,0
2014,149,"Two Rivers PCS","Economy","grade 6","math","full_year",29,29,13,2,14,10,3
2014,149,"Two Rivers PCS","Economy","grade 6","read","full_year",29,29,13,6,10,11,2
2014,149,"Two Rivers PCS","Economy","grade 5","math","full_year",27,27,17,1,9,14,3
2014,149,"Two Rivers PCS","Economy","grade 5","read","full_year",27,27,18,1,8,17,1
2014,149,"Two Rivers PCS","Economy","grade 7","math","full_year",30,30,21,3,6,16,5
2014,149,"Two Rivers PCS","Economy","grade 7","read","full_year",30,30,16,1,13,13,3
2014,149,"Two Rivers PCS","Direct Cert","all","math","full_year",78,78,44,8,26,38,6
2014,149,"Two Rivers PCS","Direct Cert","all","read","full_year",78,78,36,8,34,34,2
2014,133,"Maya Angelou PCS","All","all","math","full_year",179,178,52,42,84,48,4
2014,133,"Maya Angelou PCS","All","all","read","full_year",179,177,48,29,100,46,2
2014,133,"Maya Angelou PCS","All","grade 7","math","full_year",66,66,21,20,25,19,2
2014,133,"Maya Angelou PCS","All","grade 7","read","full_year",66,66,15,13,38,13,2
2014,133,"Maya Angelou PCS","All","grade 10","math","full_year",41,40,7,9,24,6,1
2014,133,"Maya Angelou PCS","All","grade 10","read","full_year",41,40,12,6,22,12,0
2014,133,"Maya Angelou PCS","All","grade 8","math","full_year",72,72,24,13,35,23,1
2014,133,"Maya Angelou PCS","All","grade 8","read","full_year",72,71,21,10,40,21,0
2014,133,"Maya Angelou PCS","MALE","all","math","full_year",94,94,28,24,42,25,3
2014,133,"Maya Angelou PCS","MALE","all","read","full_year",94,94,22,18,54,22,0
2014,133,"Maya Angelou PCS","MALE","grade 7","math","full_year",35,35,9,12,14,8,1
2014,133,"Maya Angelou PCS","MALE","grade 7","read","full_year",35,35,8,10,17,8,0
2014,133,"Maya Angelou PCS","MALE","grade 8","math","full_year",40,40,15,7,18,14,1
2014,133,"Maya Angelou PCS","MALE","grade 8","read","full_year",40,40,10,5,25,10,0
2014,133,"Maya Angelou PCS","FEMALE","all","math","full_year",85,84,24,18,42,23,1
2014,133,"Maya Angelou PCS","FEMALE","all","read","full_year",85,83,26,11,46,24,2
2014,133,"Maya Angelou PCS","FEMALE","grade 7","math","full_year",31,31,12,8,11,11,1
2014,133,"Maya Angelou PCS","FEMALE","grade 7","read","full_year",31,31,7,3,21,5,2
2014,133,"Maya Angelou PCS","FEMALE","grade 8","math","full_year",32,32,9,6,17,9,0
2014,133,"Maya Angelou PCS","FEMALE","grade 8","read","full_year",32,31,11,5,15,11,0
2014,133,"Maya Angelou PCS","BL7","all","math","full_year",179,178,52,42,84,48,4
2014,133,"Maya Angelou PCS","BL7","all","read","full_year",179,177,48,29,100,46,2
2014,133,"Maya Angelou PCS","BL7","grade 7","math","full_year",66,66,21,20,25,19,2
2014,133,"Maya Angelou PCS","BL7","grade 7","read","full_year",66,66,15,13,38,13,2
2014,133,"Maya Angelou PCS","BL7","grade 10","math","full_year",41,40,7,9,24,6,1
2014,133,"Maya Angelou PCS","BL7","grade 10","read","full_year",41,40,12,6,22,12,0
2014,133,"Maya Angelou PCS","BL7","grade 8","math","full_year",72,72,24,13,35,23,1
2014,133,"Maya Angelou PCS","BL7","grade 8","read","full_year",72,71,21,10,40,21,0
2014,133,"Maya Angelou PCS","SPED","all","math","full_year",51,51,5,24,22,5,0
2014,133,"Maya Angelou PCS","SPED","all","read","full_year",51,50,0,19,31,0,0
2014,133,"Maya Angelou PCS","Economy","all","math","full_year",179,178,52,42,84,48,4
2014,133,"Maya Angelou PCS","Economy","all","read","full_year",179,177,48,29,100,46,2
2014,133,"Maya Angelou PCS","Economy","grade 7","math","full_year",66,66,21,20,25,19,2
2014,133,"Maya Angelou PCS","Economy","grade 7","read","full_year",66,66,15,13,38,13,2
2014,133,"Maya Angelou PCS","Economy","grade 10","math","full_year",41,40,7,9,24,6,1
2014,133,"Maya Angelou PCS","Economy","grade 10","read","full_year",41,40,12,6,22,12,0
2014,133,"Maya Angelou PCS","Economy","grade 8","math","full_year",72,72,24,13,35,23,1
