Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,ReportType,NSize
113-2013-14-Male-Suspended 1+-External,113,2013-14,Male,Suspended 1+,16.89999962,7.619999886,External,284
113-2013-14-Male-Suspended 11+-External,113,2013-14,Male,Suspended 11+,0,0.01,External,284
113-2013-14-Special Education-Suspended 1+-External,113,2013-14,Special Education,Suspended 1+,32.75999832,10.75,External,58
113-2013-14-Special Education-Suspended 11+-External,113,2013-14,Special Education,Suspended 11+,0,0,External,58
114-2013-14-All Students-Total Suspensions-External,114,2013-14,All Students,Total Suspensions,3,5964,External,451
114-2013-14-All Students-Expulsions-External,114,2013-14,All Students,Expulsions,0,52,External,451
114-2013-14-All Students-Suspended 1+-External,114,2013-14,All Students,Suspended 1+,0.670000017,9.890000343,External,451
114-2013-14-All Students-Expulsion Rate-External,114,2013-14,All Students,Expulsion Rate,0,0.09,External,451
114-2013-14-All Students-Suspended 11+-External,114,2013-14,All Students,Suspended 11+,0,0.239999995,External,451
114-2013-14-Black non-Hispanic-Suspended 1+-External,114,2013-14,Black non-Hispanic,Suspended 1+,0.699999988,12.90999985,External,429
114-2013-14-Black non-Hispanic-Suspended 11+-External,114,2013-14,Black non-Hispanic,Suspended 11+,0,0.319999993,External,429
114-2013-14-Female-Suspended 1+-External,114,2013-14,Female,Suspended 1+,0.439999998,7.170000076,External,225
114-2013-14-Female-Suspended 11+-External,114,2013-14,Female,Suspended 11+,0,0.170000002,External,225
114-2013-14-Free or Reduced Lunch-Suspended 1+-External,114,2013-14,Free or Reduced Lunch,Suspended 1+,0.819999993,11.68000031,External,365
114-2013-14-Free or Reduced Lunch-Suspended 11+-External,114,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.289999992,External,365
114-2013-14-Hispanic / Latino-Suspended 1+-External,114,2013-14,Hispanic / Latino,Suspended 1+,0,9.720000267,External,20
114-2013-14-Hispanic / Latino-Suspended 11+-External,114,2013-14,Hispanic / Latino,Suspended 11+,0,0.029999999,External,20
114-2013-14-Limited English Proficiency-Suspended 1+-External,114,2013-14,Limited English Proficiency,Suspended 1+,0,4.440000057,External,23
114-2013-14-Limited English Proficiency-Suspended 11+-External,114,2013-14,Limited English Proficiency,Suspended 11+,0,0,External,23
114-2013-14-Male-Suspended 1+-External,114,2013-14,Male,Suspended 1+,0.879999995,12.60000038,External,226
114-2013-14-Male-Suspended 11+-External,114,2013-14,Male,Suspended 11+,0,0.300000012,External,226
114-2013-14-Special Education-Suspended 11+-External,114,2013-14,Special Education,Suspended 11+,0,0.439999998,External,41
114-2013-14-Special Education-Suspended 1+-External,114,2013-14,Special Education,Suspended 1+,4.880000114,18.20999908,External,41
115-2013-14-All Students-Total Suspensions-External,115,2013-14,All Students,Total Suspensions,112,3381,External,318
115-2013-14-All Students-Suspended 11+-External,115,2013-14,All Students,Suspended 11+,0,1.019999981,External,318
115-2013-14-All Students-Expulsions-External,115,2013-14,All Students,Expulsions,0,42,External,318
115-2013-14-All Students-Expulsion Rate-External,115,2013-14,All Students,Expulsion Rate,0,0.31,External,318
115-2013-14-All Students-Suspended 1+-External,115,2013-14,All Students,Suspended 1+,34.59000015,25.05999947,External,318
115-2013-14-Black non-Hispanic-Suspended 11+-External,115,2013-14,Black non-Hispanic,Suspended 11+,0,1.320000052,External,304
115-2013-14-Black non-Hispanic-Suspended 1+-External,115,2013-14,Black non-Hispanic,Suspended 1+,35.52999878,30.44000053,External,304
115-2013-14-Female-Suspended 11+-External,115,2013-14,Female,Suspended 11+,0,0.730000019,External,171
115-2013-14-Female-Suspended 1+-External,115,2013-14,Female,Suspended 1+,29.81999969,20.26000023,External,171
115-2013-14-Free or Reduced Lunch-Suspended 11+-External,115,2013-14,Free or Reduced Lunch,Suspended 11+,0,1.279999971,External,211
115-2013-14-Free or Reduced Lunch-Suspended 1+-External,115,2013-14,Free or Reduced Lunch,Suspended 1+,37.90999985,29.22999954,External,211
115-2013-14-Hispanic / Latino-Suspended 1+-External,115,2013-14,Hispanic / Latino,Suspended 1+,20,25.85000038,External,10
115-2013-14-Hispanic / Latino-Suspended 11+-External,115,2013-14,Hispanic / Latino,Suspended 11+,0,0.119999997,External,10
115-2013-14-Limited English Proficiency-Suspended 11+-External,115,2013-14,Limited English Proficiency,Suspended 11+,0,0,External,15
115-2013-14-Limited English Proficiency-Suspended 1+-External,115,2013-14,Limited English Proficiency,Suspended 1+,33.33000183,19.80999947,External,15
115-2013-14-Male-Suspended 11+-External,115,2013-14,Male,Suspended 11+,0,1.309999943,External,147
115-2013-14-Male-Suspended 1+-External,115,2013-14,Male,Suspended 1+,40.13999939,29.79000092,External,147
115-2013-14-Special Education-Suspended 11+-External,115,2013-14,Special Education,Suspended 11+,0,1.370000005,External,20
115-2013-14-Special Education-Suspended 1+-External,115,2013-14,Special Education,Suspended 1+,65,33.99000168,External,20
116-2013-14-All Students-Total Suspensions-External,116,2013-14,All Students,Total Suspensions,99,3916,External,338
116-2013-14-All Students-Expulsion Rate-External,116,2013-14,All Students,Expulsion Rate,3.25,0.24,External,338
116-2013-14-All Students-Expulsions-External,116,2013-14,All Students,Expulsions,11,43,External,338
116-2013-14-All Students-Suspended 1+-External,116,2013-14,All Students,Suspended 1+,28.70000076,21.59000015,External,338
116-2013-14-All Students-Suspended 11+-External,116,2013-14,All Students,Suspended 11+,0.300000012,0.769999981,External,338
116-2013-14-Black non-Hispanic-Suspended 1+-External,116,2013-14,Black non-Hispanic,Suspended 1+,28.30999947,26.68000031,External,325
116-2013-14-Black non-Hispanic-Suspended 11+-External,116,2013-14,Black non-Hispanic,Suspended 11+,0.310000002,1,External,325
116-2013-14-Female-Suspended 11+-External,116,2013-14,Female,Suspended 11+,0,0.550000012,External,179
116-2013-14-Female-Suspended 1+-External,116,2013-14,Female,Suspended 1+,24.57999992,17.20999908,External,179
116-2013-14-Free or Reduced Lunch-Suspended 1+-External,116,2013-14,Free or Reduced Lunch,Suspended 1+,30.27000046,25.32999992,External,294
116-2013-14-Free or Reduced Lunch-Suspended 11+-External,116,2013-14,Free or Reduced Lunch,Suspended 11+,0.340000004,0.959999979,External,294
116-2013-14-Hispanic / Latino-Suspended 11+-External,116,2013-14,Hispanic / Latino,Suspended 11+,0,0.100000001,External,13
116-2013-14-Hispanic / Latino-Suspended 1+-External,116,2013-14,Hispanic / Latino,Suspended 1+,38.45999908,22.45000076,External,13
116-2013-14-Male-Suspended 11+-External,116,2013-14,Male,Suspended 11+,0.629999995,0.980000019,External,159
116-2013-14-Male-Suspended 1+-External,116,2013-14,Male,Suspended 1+,33.33000183,25.87999916,External,159
116-2013-14-Special Education-Suspended 1+-External,116,2013-14,Special Education,Suspended 1+,40.84999847,30.17000008,External,71
116-2013-14-Special Education-Suspended 11+-External,116,2013-14,Special Education,Suspended 11+,0,1.049999952,External,71
117-2013-14-All Students-Total Suspensions-External,117,2013-14,All Students,Total Suspensions,60,5964,External,423
117-2013-14-All Students-Suspended 11+-External,117,2013-14,All Students,Suspended 11+,0,0.239999995,External,423
117-2013-14-All Students-Expulsion Rate-External,117,2013-14,All Students,Expulsion Rate,0.24,0.09,External,423
117-2013-14-All Students-Suspended 1+-External,117,2013-14,All Students,Suspended 1+,13.94999981,9.890000343,External,423
117-2013-14-All Students-Expulsions-External,117,2013-14,All Students,Expulsions,1,52,External,423
117-2013-14-Black non-Hispanic-Suspended 1+-External,117,2013-14,Black non-Hispanic,Suspended 1+,14.28999996,12.90999985,External,413
117-2013-14-Black non-Hispanic-Suspended 11+-External,117,2013-14,Black non-Hispanic,Suspended 11+,0,0.319999993,External,413
117-2013-14-Female-Suspended 11+-External,117,2013-14,Female,Suspended 11+,0,0.170000002,External,207
117-2013-14-Female-Suspended 1+-External,117,2013-14,Female,Suspended 1+,10.14000034,7.170000076,External,207
117-2013-14-Free or Reduced Lunch-Suspended 1+-External,117,2013-14,Free or Reduced Lunch,Suspended 1+,13.94999981,11.68000031,External,423
117-2013-14-Free or Reduced Lunch-Suspended 11+-External,117,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.289999992,External,423
117-2013-14-Male-Suspended 11+-External,117,2013-14,Male,Suspended 11+,0,0.300000012,External,207
117-2013-14-Male-Suspended 1+-External,117,2013-14,Male,Suspended 1+,18.36000061,12.60000038,External,207
117-2013-14-Special Education-Suspended 1+-External,117,2013-14,Special Education,Suspended 1+,22.21999931,18.20999908,External,27
117-2013-14-Special Education-Suspended 11+-External,117,2013-14,Special Education,Suspended 11+,0,0.439999998,External,27
121-2013-14-All Students-Expulsion Rate-External,121,2013-14,All Students,Expulsion Rate,0.52,0.2,External,388
121-2013-14-All Students-Expulsions-External,121,2013-14,All Students,Expulsions,2,46,External,388
121-2013-14-All Students-Total Suspensions-External,121,2013-14,All Students,Total Suspensions,115,4462,External,388
121-2013-14-All Students-Suspended 11+-External,121,2013-14,All Students,Suspended 11+,0,0.610000014,External,388
121-2013-14-All Students-Suspended 1+-External,121,2013-14,All Students,Suspended 1+,29.37999916,19.43000031,External,388
121-2013-14-Black non-Hispanic-Suspended 1+-External,121,2013-14,Black non-Hispanic,Suspended 1+,29.92000008,24.30999947,External,371
121-2013-14-Black non-Hispanic-Suspended 11+-External,121,2013-14,Black non-Hispanic,Suspended 11+,0,0.810000002,External,371
121-2013-14-Female-Suspended 1+-External,121,2013-14,Female,Suspended 1+,21.23999977,14.97999954,External,193
121-2013-14-Female-Suspended 11+-External,121,2013-14,Female,Suspended 11+,0,0.439999998,External,193
121-2013-14-Free or Reduced Lunch-Suspended 1+-External,121,2013-14,Free or Reduced Lunch,Suspended 1+,31.54000092,22.94000053,External,298
121-2013-14-Free or Reduced Lunch-Suspended 11+-External,121,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.769999981,External,298
121-2013-14-Hispanic / Latino-Suspended 1+-External,121,2013-14,Hispanic / Latino,Suspended 1+,16.67000008,20.39999962,External,12
121-2013-14-Hispanic / Latino-Suspended 11+-External,121,2013-14,Hispanic / Latino,Suspended 11+,0,0.079999998,External,12
121-2013-14-Male-Suspended 11+-External,121,2013-14,Male,Suspended 11+,0,0.779999971,External,195
121-2013-14-Male-Suspended 1+-External,121,2013-14,Male,Suspended 1+,37.43999863,23.80999947,External,195
121-2013-14-Special Education-Suspended 1+-External,121,2013-14,Special Education,Suspended 1+,48,28.32999992,External,75
121-2013-14-Special Education-Suspended 11+-External,121,2013-14,Special Education,Suspended 11+,0,0.850000024,External,75
125-2013-14-All Students-Total Suspensions-External,125,2013-14,All Students,Total Suspensions,10,3916,External,366
125-2013-14-All Students-Expulsion Rate-External,125,2013-14,All Students,Expulsion Rate,0,0.24,External,366
125-2013-14-All Students-Suspended 1+-External,125,2013-14,All Students,Suspended 1+,2.730000019,21.59000015,External,366
125-2013-14-All Students-Suspended 11+-External,125,2013-14,All Students,Suspended 11+,0,0.769999981,External,366
125-2013-14-All Students-Expulsions-External,125,2013-14,All Students,Expulsions,0,43,External,366
125-2013-14-Asian-Suspended 11+-External,125,2013-14,Asian,Suspended 11+,0,0,External,14
125-2013-14-Asian-Suspended 1+-External,125,2013-14,Asian,Suspended 1+,0,1.919999957,External,14
125-2013-14-Black non-Hispanic-Suspended 11+-External,125,2013-14,Black non-Hispanic,Suspended 11+,0,1,External,161
125-2013-14-Black non-Hispanic-Suspended 1+-External,125,2013-14,Black non-Hispanic,Suspended 1+,4.349999905,26.68000031,External,161
125-2013-14-Female-Suspended 1+-External,125,2013-14,Female,Suspended 1+,1.100000024,17.20999908,External,181
125-2013-14-Female-Suspended 11+-External,125,2013-14,Female,Suspended 11+,0,0.550000012,External,181
125-2013-14-Free or Reduced Lunch-Suspended 1+-External,125,2013-14,Free or Reduced Lunch,Suspended 1+,6.099999905,25.32999992,External,82
125-2013-14-Free or Reduced Lunch-Suspended 11+-External,125,2013-14,Free or Reduced Lunch,Suspended 11+,0,0.959999979,External,82
125-2013-14-Hispanic / Latino-Suspended 1+-External,125,2013-14,Hispanic / Latino,Suspended 1+,4,22.45000076,External,25
125-2013-14-Hispanic / Latino-Suspended 11+-External,125,2013-14,Hispanic / Latino,Suspended 11+,0,0.100000001,External,25
125-2013-14-Male-Suspended 11+-External,125,2013-14,Male,Suspended 11+,0,0.980000019,External,185
125-2013-14-Male-Suspended 1+-External,125,2013-14,Male,Suspended 1+,4.320000172,25.87999916,External,185
